ID do cliente;CPF do cliente;Nome do cliente;Telefone com DDD;Logradouro;UF;Município;ID do produto;Nome do produto;Preço unitário;Quantidade comprada;Valor total pago;Taxa de entrega;Nome do entregador;Data da compra;Data da entrega
9706;795.486.123-64;Maria Liz Cirino;51 5161 0547;Núcleo Pietra da Conceição, 18;SP;Campinas;8;HD Externo;400;2;836.47;36.47;Mariane Pires;2025-10-15;2025-10-22
9707;731.260.498-69;Pedro Miguel Santos;+55 (071) 8996-2022;Loteamento de da Paz, 80;SP;Campinas;4;Mouse;80;3;283.94;43.94;Dr. Davi Lucas Nogueira;2025-09-02;2025-09-08
9708;092.341.685-42;Bruno Mendes;(021) 5578-5977;Conjunto de Novaes, 44;CE;Rio de Janeiro;10;Webcam;300;3;935.71;35.71;Mathias Cardoso;2025-09-29;2025-10-20
9709;094.317.526-70;Henrique Cavalcante;+55 (081) 4285 3040;Morro Ana Brito, 59;CE;Caucaia;3;Fone de Ouvido;250;6;1527.79;27.79;Dra. Nicole Machado;2025-10-27;2025-10-29
9710;162.485.079-02;Thomas Castro;(021) 5796-9193;Morro Andrade, 972;MG;Belo Horizonte;10;Webcam;300;10;3021.8;21.8;Antony Sousa;2025-09-11;2025-10-08
9711;501.674.293-61;Dr. Paulo Pereira;11 8604 8668;Colônia de Vieira, 847;RJ;Petrópolis;6;Monitor;900;7;6332.98;32.98;Sr. Francisco da Conceição;2025-09-21;2025-10-22
9712;860.213.954-33;Ryan Siqueira;0300-220-9965;Esplanada de Guerra, 64;MG;Belo Horizonte;4;Mouse;80;7;581.11;21.11;Lorena Albuquerque;2025-09-16;2025-10-15
9713;503.817.942-88;Enzo Correia;+55 61 6850-4040;Campo Andrade, 90;MG;Belo Horizonte;1;Notebook;3500;4;14037.77;37.77;Emanuella da Conceição;2025-10-07;2025-10-24
9714;610.389.742-40;Noah da Rosa;0300-510-4786;Estação Thomas da Paz, 94;CE;Rio de Janeiro;2;Smartphone;1800;5;9014.73;14.73;Isis Gonçalves;2025-08-30;2025-09-25
9715;809.123.467-87;Yuri Moreira;+55 81 7335 0578;Ladeira Rhavi Pires, 992;MG;Uberlândia;5;Teclado;150;10;1508.92;8.92;Antony Montenegro;2025-09-13;2025-10-19
9716;895.163.027-77;Isabela Fogaça;(061) 9304-4416;Ladeira Isabelly Sousa, 6;CE;Juazeiro do Norte;4;Mouse;80;3;256.8;16.8;Paulo da Conceição;2025-10-05;2025-10-17
9717;467.503.921-99;Mirella Sales;61 9732-5215;Via Siqueira, 9;MG;Juiz de Fora;8;HD Externo;400;8;3207.76;7.76;Ana Vitória Vieira;2025-09-04;2025-10-03
9718;105.239.486-89;Gustavo da Cruz;51 3767 3560;Quadra Amanda Pereira, 59;MG;Uberlândia;3;Fone de Ouvido;250;5;1297.99;47.99;Sr. José Miguel Andrade;2025-10-17;2025-10-30
9719;497.063.281-22;Pietro Teixeira;+55 (011) 3605 8523;Condomínio Sales, 4;MG;Belo Horizonte;7;Impressora;700;5;3513.41;13.41;Guilherme Pacheco;2025-09-19;2025-10-27
9720;069.514.237-25;Vitor Hugo Azevedo;31 3827 2360;Praça de Macedo;SP;Campinas;8;HD Externo;400;3;1245.47;45.47;Bianca Mendes;2025-09-12;2025-10-30
9721;279.830.516-03;Maria Luiza Sousa;+55 (081) 7778 4360;Morro de Martins;CE;Juazeiro do Norte;10;Webcam;300;5;1543.78;43.78;Théo da Costa;2025-08-31;2025-10-27
9722;204.837.596-00;Nina Vasconcelos;+55 (041) 2806-0847;Via Lucca Lima, 83;SP;Santos;2;Smartphone;1800;7;12605.13;5.13;Luísa Souza;2025-10-04;2025-10-17
9723;705.649.218-58;Marcela Moraes;+55 (071) 3105-8638;Praia Monteiro, 47;CE;Juazeiro do Norte;9;Pen Drive;60;1;109.35;49.35;Lucca Peixoto;2025-09-26;2025-11-02
9724;795.613.240-16;Cecília Rodrigues;(081) 6809-0512;Recanto de Gomes, 97;SP;Santos;10;Webcam;300;6;1847.79;47.79;Ayla Nogueira;2025-10-07;2025-10-08
9725;653.408.271-35;Vinicius da Conceição;+55 81 6516 2551;Quadra de Pacheco, 68;RJ;Niterói;10;Webcam;300;2;647.13;47.13;Milena da Rosa;2025-10-14;2025-10-16
9726;891.630.724-40;Francisco Porto;31 7932-8374;Chácara Montenegro, 85;RJ;Fortaleza;2;Smartphone;1800;6;10830.54;30.54;Matheus Cardoso;2025-10-23;2025-11-02
9727;976.481.253-82;Matheus Costela;+55 81 8514-6151;Favela Fernandes, 89;CE;Rio de Janeiro;4;Mouse;80;8;659.2;19.2;Luiz Fernando da Rocha;2025-09-18;2025-09-30
9728;638.902.415-06;Jade Vargas;11 9687-5441;Largo Carvalho, 18;RJ;Petrópolis;2;Smartphone;1800;7;12647.64;47.64;Dr. Rafael Marques;2025-09-16;2025-10-20
9729;871.524.036-35;Maya Oliveira;+55 (061) 4174-0769;Aeroporto de Barros, 9;SP;Campinas;1;Notebook;3500;8;28043.99;43.99;Sra. Maria Luiza Moraes;2025-09-15;2025-09-27
9730;563.720.918-95;Yasmin Almeida;(051) 1826-4494;Quadra de Ribeiro, 711;MG;Uberlândia;7;Impressora;700;6;4232.96;32.96;Dra. Isabelly Aragão;2025-10-19;2025-10-24
9731;570.238.491-14;Sr. Enzo Gabriel Nascimento;41 0277-2732;Feira Cardoso, 34;SP;São Paulo;9;Pen Drive;60;5;343.33;43.33;Maria Vitória Vasconcelos;2025-10-24;2025-10-27
9732;748.312.096-78;Raul Casa Grande;+55 61 5553 1969;Alameda Pereira, 305;RJ;Fortaleza;9;Pen Drive;60;4;102.21;42.21;José Pedro Freitas;2025-09-21;2025-10-02
9733;905.873.621-03;Laura Duarte;+55 (031) 0767 8308;Área Ana Liz Lopes, 53;SP;Campinas;4;Mouse;80;8;653.37;13.37;Theo Oliveira;2025-10-16;2025-10-31
9734;352.089.741-50;Benício Teixeira;71 2283 4798;Travessa da Cunha, 20;RJ;Niterói;1;Notebook;3500;8;28000.0;39.44;Sr. Matheus Freitas;2025-09-21;2025-09-24
9735;897.231.506-03;Marcos Vinicius Ferreira;(031) 7769 4221;Pátio de Aragão, 979;CE;Rio de Janeiro;10;Webcam;300;3;947.17;47.17;Benjamim Caldeira;2025-10-11;2025-10-12
9736;043.972.186-50;Davi Luiz Leão;81 0261-9298;Passarela Mendes, 39;CE;Caucaia;10;Webcam;300;2;629.76;29.76;Dante Santos;2025-09-28;2025-11-02
9737;720.619.584-94;Pedro Henrique Montenegro;0800 382 2598;Núcleo Duarte, 61;RJ;Fortaleza;7;Impressora;700;8;5622.4;22.4;Dra. Mariana Araújo;2025-10-15;2025-11-01
9738;741.302.658-90;Melina Câmara;(051) 8298 1453;Loteamento Pires, 454;CE;Juazeiro do Norte;4;Mouse;80;7;599.03;39.03;Lavínia Araújo;2025-10-11;2025-10-15
9739;231.485.790-97;Dra. Valentina Câmara;+55 (084) 7889-5466;Praça de Nogueira, 212;SP;Campinas;5;Teclado;150;9;1385.77;35.77;Esther Camargo;2025-09-20;2025-10-11
9740;580.213.496-89;Maria Julia Barbosa;+55 (051) 8335-7483;Alameda de Barbosa, 5;RJ;Niterói;8;HD Externo;400;3;1205.79;5.79;Levi Siqueira;2025-10-07;2025-10-12
9741;648.937.521-46;Ana Beatriz Costela;(011) 1380-3358;Alameda de Cardoso, 50;CE;Juazeiro do Norte;7;Impressora;700;10;7045.47;45.47;Ana Sá;2025-09-21;2025-10-29
9742;864.527.930-47;Vicente Machado;+55 (071) 1494-0765;Viaduto Marcela Moraes, 5;MG;Juiz de Fora;4;Mouse;80;9;749.69;29.69;Dr. Lucas Silva;2025-10-23;2025-11-01
9743;367.250.914-07;Mathias Aragão;(081) 2015-3421;Feira Cunha, 91;MG;Juiz de Fora;9;Pen Drive;60;5;317.83;17.83;Jade Correia;2025-08-30;2025-10-24
9744;598.213.670-03;Melissa Silveira;+55 84 9909 1857;Estação Henry Campos, 8;CE;Juazeiro do Norte;3;Fone de Ouvido;250;9;2270.3;20.3;Gabrielly Macedo;2025-10-21;2025-10-25
9745;961.028.453-15;Sr. Valentim Siqueira;51 7287 0297;Passarela Ian Nunes, 65;MG;Juiz de Fora;9;Pen Drive;60;3;216.14;36.14;Allana Cunha;2025-10-12;2025-10-20
9746;735.621.489-09;Sr. Luiz Otávio Câmara;(084) 8041-4632;Distrito Farias, 76;MG;Uberlândia;7;Impressora;700;3;2148.18;48.18;Bryan Ramos;2025-10-24;2025-10-27
9747;342.861.097-04;Arthur Gabriel Pereira;+55 (021) 2923 3147;Vereda Ana Cecília Moreira, 17;SP;São Paulo;4;Mouse;80;2;184.51;24.51;Dr. Rael Peixoto;2025-10-20;2025-10-28
9748;418.523.790-14;Emanuel Fernandes;(081) 4764-0739;Passarela Bruno Silva, 464;MG;Juiz de Fora;9;Pen Drive;60;4;260.58;20.58;Joaquim Vargas;2025-09-14;2025-10-30
9749;403.258.196-70;Srta. Maria Vitória Gomes;+55 (031) 5610-4770;Distrito de Campos, 660;MG;Uberlândia;9;Pen Drive;60;5;321.07;21.07;Nicole Farias;2025-10-09;2025-10-24
9750;170.235.986-77;Maria Helena Duarte;84 2809 7782;Via Carvalho, 53;SP;Santos;6;Monitor;900;4;3646.55;46.55;Daniela Novais;2025-10-06;2025-10-13
9751;140.758.296-85;Giovanna Marques;+55 (011) 9216-7615;Viaduto Costa, 456;RJ;Fortaleza;9;Pen Drive;60;6;372.16;12.16;Elisa Vargas;2025-09-19;2025-10-04
9752;645.389.071-20;Bento Camargo;+55 (021) 1759-5445;Praça Oliveira, 37;SP;Santos;7;Impressora;700;1;721.55;21.55;Juan Santos;2025-09-22;2025-10-05
9753;467.935.218-37;Enzo Gabriel Macedo;0500-890-3631;Viela Bernardo Vargas, 35;SP;Campinas;4;Mouse;80;10;829.74;29.74;Leandro Martins;2025-10-04;2025-10-30
9754;231.407.895-05;Dra. Eloá Vieira;+55 (021) 8409-2513;Trevo de Marques, 9;MG;Uberlândia;3;Fone de Ouvido;250;6;287.25;37.25;Melissa Rezende;2025-09-08;2025-09-17
9755;091.875.463-10;Arthur Martins;+55 51 6368 2278;Chácara Almeida;RJ;Niterói;2;Smartphone;1800;7;12609.49;9.49;Dra. Catarina Lopes;2025-10-26;2025-11-01
9756;639.428.107-78;João Gabriel Aparecida;(081) 6633 7616;Recanto Casa Grande, 12;SP;Campinas;2;Smartphone;1800;3;5437.42;37.42;Theo Pastor;2025-10-17;2025-10-24
9757;495.183.720-04;Lucas Melo;84 4338 2543;Travessa Antônio Pereira, 62;MG;Juiz de Fora;1;Notebook;3500;7;24527.21;27.21;João Felipe Siqueira;2025-10-27;2025-10-29
9758;680.523.417-44;Maitê Alves;+55 (041) 7278-7028;Lagoa Giovanna da Conceição, 2;MG;Juiz de Fora;4;Mouse;80;2;193.26;33.26;Mariana Aparecida;2025-10-02;2025-10-20
9759;528.341.670-44;Aylla Peixoto;84 1192-3914;Parque Esther Pastor, 30;RJ;Fortaleza;8;HD Externo;400;1;426.06;26.06;Daniela Machado;2025-09-29;2025-10-21
9760;175.384.296-46;Alana Monteiro;0900-281-7199;Pátio de Martins, 42;RJ;Niterói;2;Smartphone;1800;1;1815.08;15.08;Maysa Cunha;2025-10-25;2025-10-31
9761;651.374.920-43;Nathan Pinto;(061) 0278 1718;Núcleo de da Rocha, 686;CE;Juazeiro do Norte;1;Notebook;3500;1;3537.3;37.3;Isaac Silveira;2025-09-29;2025-09-30
9762;714.503.928-14;Dr. Marcelo da Paz;+55 (071) 5518-7415;Trevo de Fernandes, 2;MG;Juiz de Fora;7;Impressora;700;3;2141.08;41.08;Dr. Luiz Fernando Ribeiro;2025-10-18;2025-10-30
9763;784.095.361-10;Bruno da Cunha;21 5531 4742;Esplanada de Gomes, 65;SP;São Paulo;9;Pen Drive;60;10;615.94;15.94;Jade Casa Grande;2025-10-17;2025-10-19
9764;786.903.215-86;Luara Cassiano;0800-495-1084;Praia Castro, 36;CE;Caucaia;9;Pen Drive;60;8;511.23;31.23;Maria Helena Ferreira;2025-09-02;2025-10-28
9765;128.697.543-37;Theo Pastor;84 3359-9345;Viela Fernandes, 61;CE;Rio de Janeiro;3;Fone de Ouvido;250;9;2273.77;23.77;Gael Henrique Andrade;2025-09-26;2025-10-02
9766;107.532.849-79;Ayla Gomes;31 8598-2306;Aeroporto Giovanna Fernandes, 20;RJ;Niterói;6;Monitor;900;5;4548.81;48.81;Luan da Cruz;2025-10-14;2025-10-25
9767;781.394.256-64;Anthony Gabriel Viana;11 0478-6883;Morro Zoe Costa, 78;MG;Juiz de Fora;7;Impressora;700;7;4929.25;29.25;Enzo Moreira;2025-09-25;2025-10-01
9768;196.480.235-06;João Vitor Oliveira;+55 21 0226-2979;Largo de Campos, 36;SP;Santos;1;Notebook;3500;10;35020.92;20.92;Raul Casa Grande;2025-09-24;2025-10-06
9769;408.673.925-92;Bruna da Rocha;0500 632 2193;Quadra Luísa Monteiro, 6;SP;Santos;2;Smartphone;1800;9;16239.97;39.97;Luna da Rocha;2025-10-17;2025-10-19
9770;209.765.341-34;Marcela Freitas;84 4682 9399;Jardim Zoe Almeida, 429;SP;Santos;1;Notebook;3500;10;35045.27;45.27;Ayla da Mata;2025-08-30;2025-09-27
9771;478.159.032-23;Rafaela Oliveira;(011) 5299 2859;Residencial de Nascimento, 88;MG;Uberlândia;8;HD Externo;400;8;3222.01;22.01;Felipe Cavalcante;2025-10-11;2025-11-01
9772;382.716.095-21;Srta. Maria Julia Gonçalves;0900 242 5961;Estrada Valentim Carvalho;CE;Juazeiro do Norte;4;Mouse;80;7;570.1;10.1;Diogo Nascimento;2025-10-05;2025-10-23
9773;129.750.384-88;Brayan Melo;(081) 0028-0608;Sítio de Costa, 84;SP;São Paulo;4;Mouse;80;9;725.39;5.39;Sr. Lucas Gabriel Freitas;2025-10-16;2025-10-19
9774;834.059.716-75;Vinícius da Rosa;11 0879 5501;Residencial Cavalcante, 8;CE;Caucaia;1;Notebook;3500;5;17518.7;18.7;Pedro Miguel da Mota;2025-10-12;2025-10-12
9775;739.206.814-87;Bianca Siqueira;(061) 1480 2928;Ladeira de Sá, 6;RJ;Petrópolis;7;Impressora;700;10;7030.12;30.12;Manuella Vasconcelos;2025-10-22;2025-11-02
9776;401.762.358-17;Lorena Cunha;0900-584-4266;Vila de Leão, 447;CE;Caucaia;1;Notebook;3500;1;3542.46;42.46;Sr. Davi Lucca Jesus;2025-09-22;2025-10-22
9777;029.873.415-04;Luiz Gustavo das Neves;+55 (084) 3730-2922;Trevo Leão, 912;MG;Juiz de Fora;3;Fone de Ouvido;250;8;2041.16;41.16;Danilo da Costa;2025-09-19;2025-09-27
9778;168.097.325-86;Srta. Jade Araújo;71 7478-3614;Praia Souza, 164;MG;Juiz de Fora;7;Impressora;700;6;4232.15;32.15;Dra. Juliana Abreu;2025-10-01;2025-10-21
9779;384.150.269-51;Gael Rocha;11 7032-9704;Estrada Rael Aparecida, 75;CE;Caucaia;5;Teclado;150;4;610.8;10.8;Pedro Lucas Carvalho;2025-10-21;2025-10-24
9780;195.320.486-42;Lucas Gabriel Azevedo;+55 84 9184 0288;Largo de Azevedo;MG;Uberlândia;10;Webcam;300;4;1213.91;13.91;Sr. Leonardo Pereira;2025-10-04;2025-11-01
9781;763.089.254-38;Sra. Ana Cecília Leão;+55 (081) 0358-5037;Campo Mendes;RJ;Fortaleza;6;Monitor;900;2;1808.75;8.75;Sr. Gael Henrique da Mata;2025-09-14;2025-10-21
9782;840.652.179-11;Heitor Duarte;21 1162 5942;Fazenda Cunha, 90;MG;Uberlândia;6;Monitor;900;8;7217.86;17.86;Aylla Pires;2025-09-04;2025-09-24
9783;106.384.927-69;Sr. Lorenzo Barros;(041) 4924 4485;Condomínio de da Costa, 36;SP;São Paulo;3;Fone de Ouvido;250;2;525.23;25.23;Dra. Antonella Monteiro;2025-10-23;2025-10-23
9784;078.623.459-83;Nathan Novais;(084) 6077-7230;Trecho de Gonçalves, 89;SP;Campinas;9;Pen Drive;60;2;104.62;44.62;Sr. Mathias Dias;2025-09-29;2025-10-10
9785;340.527.986-00;Sophie da Cruz;+55 (071) 7319 1567;Estação Aparecida, 11;SP;Campinas;10;Webcam;300;3;949.91;49.91;Luiz Felipe Ramos;2025-10-11;2025-11-02
9786;253.470.896-10;Paulo Aragão;(021) 8872 8167;Colônia de Cirino, 2;MG;Juiz de Fora;1;Notebook;3500;3;10516.66;16.66;Pedro Lucas Brito;2025-10-23;2025-10-25
9787;109.684.527-01;Maria Vitória Cassiano;(011) 6035-3803;Rua Danilo Câmara, 45;RJ;Petrópolis;1;Notebook;3500;7;24539.28;39.28;Benjamim Lopes;2025-10-08;2025-10-23
9788;743.906.825-47;Lívia Teixeira;0900-410-4787;Campo Ana Carolina Aragão, 31;RJ;Petrópolis;7;Impressora;700;1;739.66;39.66;Srta. Isabella Novaes;2025-10-11;2025-10-14
9789;457.281.036-26;Dra. Liz da Cruz;41 9154-2288;Rua Souza, 1;RJ;Fortaleza;10;Webcam;300;4;1226.94;26.94;Lara da Luz;2025-09-25;2025-09-25
9790;716.825.304-26;Gael Azevedo;(011) 7821 0758;Rua Vasconcelos, 989;SP;Santos;6;Monitor;900;8;7239.7;39.7;Ian Monteiro;2025-10-27;2025-10-31
9791;736.194.028-50;Heloísa Albuquerque;(071) 6377 8044;Praia Nina Vasconcelos, 6;SP;São Paulo;2;Smartphone;1800;5;9022.69;22.69;Lara Vargas;2025-09-20;2025-09-21
9792;128.603.945-24;Heitor Borges;(051) 0931 1863;Loteamento de Abreu, 95;RJ;Fortaleza;6;Monitor;900;3;2706.22;6.22;Elisa Barbosa;2025-10-19;2025-10-22
9793;096.728.514-30;Srta. Olivia Cavalcante;(081) 2747 1533;Lagoa Beatriz da Mata, 1;MG;Belo Horizonte;6;Monitor;900;3;2728.17;28.17;José Pedro Nascimento;2025-09-17;2025-10-03
9794;857.243.091-14;Francisco Monteiro;11 6028 7760;Vale Mariane Pastor, 71;CE;Rio de Janeiro;4;Mouse;80;1;120.44;40.44;Catarina Pastor;2025-09-19;2025-10-16
9795;573.184.962-55;Amanda da Costa;(041) 8119-2562;Loteamento Anthony Gabriel da Mota, 482;RJ;Fortaleza;1;Notebook;3500;2;7039.94;39.94;Beatriz Araújo;2025-10-04;2025-10-04
9796;568.219.730-59;Vitor Gabriel da Costa;(021) 4280 5772;Rua Maitê Moura, 196;MG;Uberlândia;8;HD Externo;400;2;828.17;28.17;Antônio Barbosa;2025-09-05;2025-10-01
9797;395.724.168-55;Maya Caldeira;0800 189 3321;Feira de Duarte, 91;CE;Rio de Janeiro;8;HD Externo;400;4;1615.48;15.48;Milena Cavalcanti;2025-10-05;2025-10-07
9798;941.670.385-01;Lucas Gabriel Costa;0800 960 4994;Rodovia de Jesus;SP;São Paulo;6;Monitor;900;6;5421.23;21.23;Otto da Mota;2025-09-29;2025-10-24
9799;096.174.328-03;Henrique Macedo;+55 71 2858-9235;Trevo Antonella Garcia;CE;Caucaia;9;Pen Drive;60;10;609.22;9.22;Bruna Mendonça;2025-10-01;2025-10-28
9800;735.826.410-07;Mateus Azevedo;0900 182 8527;Área de Pastor, 4;MG;Juiz de Fora;4;Mouse;80;1;87.67;7.67;Dra. Sara Oliveira;2025-09-18;2025-10-13
9801;146.802.795-67;Liz Costa;0800-545-9503;Via de Sales, 349;MG;Belo Horizonte;6;Monitor;900;1;934.44;34.44;Alice Sales;2025-10-23;2025-10-27
9802;617.259.083-95;Gael Henrique Pires;(071) 6307 0094;Favela Correia;SP;São Paulo;6;Monitor;900;8;7248.86;48.86;Jade Macedo;2025-10-11;2025-10-12
9803;948.125.673-19;Dra. Sophia Barbosa;+55 (031) 0265 1559;Ladeira de Santos;RJ;Niterói;2;Smartphone;1800;1;1831.98;31.98;Maria Fernanda Casa Grande;2025-10-14;2025-10-29
9804;156.790.324-06;Lara Cunha;(051) 6690 9902;Largo Sophie Barros, 9;SP;São Paulo;7;Impressora;700;5;3519.76;19.76;Heloisa Rocha;2025-10-23;2025-11-02
9805;934.782.160-87;Isis da Conceição;+55 (084) 0329-1349;Aeroporto Pietra Macedo, 526;SP;Campinas;6;Monitor;900;3;2720.08;20.08;Ágatha Fogaça;2025-09-05;2025-10-22
9806;780.165.294-02;Stella Dias;+55 84 1442-6417;Passarela Cecilia Viana, 77;RJ;Petrópolis;9;Pen Drive;60;8;490.91;10.91;João Gabriel Pinto;2025-10-21;2025-10-28
9807;920.318.657-30;Maria Julia Souza;+55 (041) 3834-2880;Praia Aragão;SP;Santos;2;Smartphone;1800;5;9046.02;46.02;Vitória Garcia;2025-10-21;2025-10-28
9808;476.821.503-35;Srta. Antonella Ferreira;81 7544 3101;Ladeira Liz Costa, 1;MG;Uberlândia;3;Fone de Ouvido;250;4;1029.41;29.41;Esther Ferreira;2025-09-16;2025-10-29
9809;184.263.079-22;Léo Guerra;+55 (061) 7579-5930;Vale Amanda Rezende, 628;RJ;Fortaleza;3;Fone de Ouvido;250;6;1536.24;36.24;Kevin Lima;2025-10-22;2025-10-25
9810;015.647.932-06;Anthony Gabriel Ribeiro;(011) 1352 9639;Trevo Viana, 54;SP;Santos;7;Impressora;700;7;4948.3;48.3;Luna Campos;2025-09-07;2025-10-31
9811;570.416.932-52;Sr. Vinícius Martins;+55 84 4859-5856;Favela da Mata, 59;MG;Juiz de Fora;6;Monitor;900;7;6339.85;39.85;Beatriz Barbosa;2025-09-04;2025-10-27
9812;025.438.691-15;Maria Cecília Dias;(084) 9021 9734;Trevo Rios, 28;RJ;Niterói;9;Pen Drive;60;8;509.74;29.74;Maria Laura Castro;2025-09-08;2025-10-15
9813;783.409.215-41;Joana Marques;(081) 5094-2257;Praça Cavalcante, 6;SP;São Paulo;1;Notebook;3500;8;28018.62;18.62;Matteo Machado;2025-10-21;2025-10-30
9814;071.954.863-20;Lavínia Costa;51 9759 1008;Recanto Enzo Gabriel Nunes, 59;CE;Juazeiro do Norte;2;Smartphone;1800;1;1814.48;14.48;Cecília Moreira;2025-09-18;2025-10-18
9815;081.342.695-24;Sophie Vasconcelos;31 1185-1321;Vila de Nascimento, 864;CE;Juazeiro do Norte;4;Mouse;80;3;246.12;6.12;Ana Clara Monteiro;2025-09-21;2025-10-19
9816;102.753.698-03;Dra. Jade da Luz;+55 (081) 8172 4135;Via José Miguel Farias, 42;SP;São Paulo;5;Teclado;150;3;496.04;46.04;Maya Ramos;2025-10-22;2025-10-31
9817;327.985.410-50;Maria Luísa Guerra;0300-369-3124;Praça de Melo, 88;SP;Santos;8;HD Externo;400;8;3211.18;11.18;Levi Abreu;2025-10-09;2025-10-22
9818;297.856.103-30;Bruna Andrade;51 0616 1656;Aeroporto de Castro, 5;SP;São Paulo;8;HD Externo;400;9;3623.04;23.04;Júlia Dias;2025-09-01;2025-09-08
9819;607.315.428-35;Benicio Cavalcanti;+55 (081) 6362-2766;Setor de Sá;MG;Uberlândia;1;Notebook;3500;7;24543.59;43.59;Ravi da Conceição;2025-09-11;2025-09-11
9820;507.826.914-20;Lucas Gabriel da Luz;+55 11 4241-4879;Alameda Theo da Mota;SP;São Paulo;8;HD Externo;400;8;3248.2;48.2;João Gabriel Vieira;2025-09-30;2025-10-10
9821;879.403.561-00;Maria Clara Abreu;+55 (061) 5860-9732;Rua Clara Marques, 568;CE;Rio de Janeiro;6;Monitor;900;4;3613.48;13.48;Danilo Almeida;2025-09-17;2025-10-23
9822;947.051.638-93;Hellena da Cunha;(011) 7362 9274;Chácara Lopes, 41;CE;Juazeiro do Norte;4;Mouse;80;4;339.79;19.79;Asafe Duarte;2025-10-13;2025-10-13
9823;937.086.425-38;Isabel Moraes;(084) 7497-6951;Campo Nogueira, 88;SP;São Paulo;5;Teclado;150;7;1079.53;29.53;Marcela Pereira;2025-09-11;2025-09-12
9824;037.698.425-29;Lucas Gabriel da Cruz;+55 (011) 0440-5452;Conjunto Nascimento;RJ;Niterói;7;Impressora;700;3;2110.3;10.3;Luiz Miguel Dias;2025-10-12;2025-10-13
9825;149.365.708-93;Dr. Dom Melo;+55 (061) 3731 0033;Trecho Costa, 1;RJ;Fortaleza;3;Fone de Ouvido;250;9;2258.84;8.84;Mariane da Paz;2025-09-27;2025-10-17
9826;250.937.814-79;Noah Souza;(061) 1835 6226;Morro Francisco Lima, 76;RJ;Petrópolis;8;HD Externo;400;7;2837.56;37.56;Clarice Cavalcante;2025-09-25;2025-10-16
9827;209.675.384-83;Vinicius Novais;+55 (081) 2085 5232;Campo Benjamin Aragão, 40;RJ;Fortaleza;10;Webcam;300;10;3028.97;28.97;Juan Santos;2025-09-27;2025-10-29
9828;471.856.390-93;Ana Júlia da Rosa;+55 71 2697 9393;Trevo de Fernandes, 66;RJ;Fortaleza;10;Webcam;300;4;1210.8;10.8;Pedro Lucas Costa;2025-10-22;2025-10-26
9829;920.437.618-03;Maria Ramos;61 7869 4998;Favela de Duarte, 68;CE;Caucaia;8;HD Externo;400;3;1217.96;17.96;Sarah das Neves;2025-09-24;2025-10-08
9830;589.146.720-85;Fernando Viana;31 2675-3637;Via de Vargas, 3;CE;Caucaia;9;Pen Drive;60;3;199.21;19.21;Evelyn Leão;2025-10-24;2025-11-01
9831;258.014.736-53;Lorenzo Barbosa;(061) 1530 5225;Estrada de Aragão, 46;CE;Juazeiro do Norte;4;Mouse;80;10;811.16;11.16;Ravi Viana;2025-09-10;2025-09-30
9832;467.013.298-96;Ana Julia da Cunha;+55 21 0022 2750;Via Fernandes, 470;MG;Belo Horizonte;9;Pen Drive;60;8;500.71;20.71;Amanda Fonseca;2025-09-17;2025-10-10
9833;836.750.912-95;Marcela Abreu;+55 21 3849-6379;Trevo Cunha;CE;Caucaia;6;Monitor;900;6;5409.3;9.3;Dra. Brenda Casa Grande;2025-09-01;2025-09-08
9834;318.625.790-59;Ana Carolina Ferreira;+55 (011) 7503 4422;Recanto de Silveira, 937;SP;Santos;3;Fone de Ouvido;250;5;1291.47;41.47;Dr. Gael Cavalcanti;2025-09-07;2025-10-17
9835;421.736.859-37;Joaquim Rodrigues;(021) 5827 3622;Praça de Pinto, 80;RJ;Fortaleza;1;Notebook;3500;3;10521.73;21.73;Gabrielly Macedo;2025-10-09;2025-10-31
9836;946.832.051-06;Antony Ferreira;21 1767-0050;Rua Giovanna Souza, 827;CE;Juazeiro do Norte;5;Teclado;150;6;926.0;26.0;Davi Lucca da Costa;2025-09-22;2025-09-28
9837;659.308.172-86;Ana Sophia Farias;(041) 0379 8195;Alameda Joana da Mota, 269;CE;Juazeiro do Norte;2;Smartphone;1800;10;18007.15;7.15;Thiago Moura;2025-10-22;2025-11-01
9838;892.706.315-59;João Miguel Rios;71 9362-9942;Residencial de da Costa, 5;MG;Uberlândia;9;Pen Drive;60;7;461.14;41.14;Dra. Helena Caldeira;2025-10-22;2025-10-29
9839;125.807.469-94;Ravi da Conceição;(081) 2321-1913;Recanto Leão, 937;CE;Juazeiro do Norte;5;Teclado;150;7;1094.35;44.35;Sra. Maria Julia Garcia;2025-09-17;2025-10-05
9840;740.569.231-16;Ana Liz Pinto;31 3367-0477;Condomínio João Felipe Fogaça, 3;MG;Juiz de Fora;7;Impressora;700;9;6322.03;22.03;Emanuelly Fonseca;2025-09-21;2025-10-26
9841;940.286.753-83;João Gabriel Pastor;+55 71 2553 6245;Chácara Evelyn Campos, 36;SP;Santos;6;Monitor;900;8;7231.19;31.19;Sra. Kamilly Costa;2025-10-18;2025-10-23
9842;570.126.948-58;Isaac Alves;84 6730 0811;Aeroporto Ana Julia Sá, 88;CE;Juazeiro do Norte;2;Smartphone;1800;6;10809.09;9.09;Sra. Letícia Martins;2025-09-22;2025-09-22
